Lesson Code,Lesson Name,Teacher Name,Lesson Date,Lesson Hours,Lesson Credit
CET531.01,AUTHORING SYSTEMS IN EDUCATION,YAVUZ AKPINAR,📅 WWWW,⏱️ 2345,3 Cr 7 ECTS
CET580.01,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,HAMDİ ERKUNT,📅 FFF,⏱️ 8910,3 Cr 7 ECTS
CET580.02,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,GÜNİZİ KARTAL,📅 ThThTh,⏱️ 234,3 Cr 7 ECTS
CET580.03,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,MUTLU ŞEN AKBULUT,📅 FFF,⏱️ 567,3 Cr 7 ECTS
CET580.04,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,DİLER ÖNER,📅 WWW,⏱️ 234,3 Cr 7 ECTS
CET584.01,SP.TP.RESEARCH&DESIGN OF DIGITAL LEARNING GAMES,OĞUZ AK,📅 ThThTh,⏱️ 567,3 Cr 7 ECTS
CET690.01,MASTER'S THESIS,GÜNİZİ KARTAL,,,0 Cr 30 ECTS
CET690.02,MASTER'S THESIS,HAMDİ ERKUNT,,,0 Cr 30 ECTS
CET690.03,MASTER'S THESIS,DİLER ÖNER,,,0 Cr 30 ECTS
CET690.04,MASTER'S THESIS,YAVUZ AKPINAR,,,0 Cr 30 ECTS
CET690.05,MASTER'S THESIS,DUYGU UMUTLU,,,0 Cr 30 ECTS
CET690.06,MASTER'S THESIS,MUTLU ŞEN AKBULUT,,,0 Cr 30 ECTS
SCED120.01,ACADEMIC ORIENTATION IN MATHEMATICS AND SCIENCE EDUCATION,EBRU ZEYNEP MUĞALOĞLU,📅 WW,⏱️ 78,3 Cr 6 ECTS
SCED240.01,"SCIENCE,TECHNOLOGY AND SOCIETY",OSMAN AKŞİT,📅 WWTh,⏱️ 561,3 Cr 5 ECTS
SCED240.02,"SCIENCE,TECHNOLOGY AND SOCIETY",OSMAN AKŞİT,📅 TTTh,⏱️ 342,3 Cr 5 ECTS
SCED240.03,"SCIENCE,TECHNOLOGY AND SOCIETY",HASAN ÖZGÜR KAPICI,📅 MMW,⏱️ 784,3 Cr 5 ECTS
SCED282.01,PRINCIPLES AND METHODS OF INSTRUCTION IN MATHEMATICS AND SCIENCE,SEVİL AKAYGÜN,📅 TTW,⏱️ 566,3 Cr 8 ECTS
SCED282.02,PRINCIPLES AND METHODS OF INSTRUCTION IN MATHEMATICS AND SCIENCE,ÖZDEN ŞENGÜL,📅 TTW,⏱️ 566,3 Cr 8 ECTS
SCED301.01,INFERENTIAL STATISTICS I,SERKAN ARIKAN,📅 TTWW,⏱️ 3434,4 Cr 7 ECTS
SCED301.02,INFERENTIAL STATISTICS I,KEMAL AKOĞLU,📅 MMWW,⏱️ 5634,4 Cr 7 ECTS
SCED301.03,INFERENTIAL STATISTICS I,EMİNE ERKTİN,📅 TTThTh,⏱️ 5612,4 Cr 7 ECTS
SCED320.01,TEACHING METHODS IN SCIENCE I,EBRU ZEYNEP MUĞALOĞLU,📅 TTWW,⏱️ 1212,4 Cr 8 ECTS
SCED320.02,TEACHING METHODS IN SCIENCE I,EBRU ZEYNEP MUĞALOĞLU,📅 TTWW,⏱️ 3434,4 Cr 8 ECTS
SCED320.03,TEACHING METHODS IN SCIENCE I,OSMAN AKŞİT,📅 TTWW,⏱️ 1278,4 Cr 8 ECTS
SCED350.01,SECONDARY SCHOOL SCIENCE LAB.APPL.I,EMİNE ADADAN,📅 MMTTT,⏱️ 12789,4 Cr 8 ECTS
SCED350.02,SECONDARY SCHOOL SCIENCE LAB.APPL.I,FATİH ÇAĞLAYAN MERCAN,📅 TTThThTh,⏱️ 56234,4 Cr 8 ECTS
SCED351.01,LABORATORY APPLICATIONS IN SCIENCE EDUCA,DENİZ SARIBAŞ,📅 ThThThFF,⏱️ 23434,3 Cr 8 ECTS
SCED351.02,LABORATORY APPLICATIONS IN SCIENCE EDUCA,GAYE DEFNE CEYHAN,📅 MMMFF,⏱️ 45667,3 Cr 8 ECTS
SCED362.01,TEACHING GEOMETRY,YEŞİM İMAMOĞLU,📅 MMWW,⏱️ 5612,3 Cr 7 ECTS
SCED370.01,MEASUREMENT AND ASSESSMENT IN MATHEMATICS AND SCIENCE EDUCATION,SERKAN ARIKAN,📅 WWTh,⏱️ 561,3 Cr 6 ECTS
SCED370.02,MEASUREMENT AND ASSESSMENT IN MATHEMATICS AND SCIENCE EDUCATION,OLGA GIOKA,📅 TTF,⏱️ 121,3 Cr 6 ECTS
SCED370.03,MEASUREMENT AND ASSESSMENT IN MATHEMATICS AND SCIENCE EDUCATION,FATMA GÜNEŞ ERTAŞ POLAT,📅 MThTh,⏱️ 456,3 Cr 6 ECTS
SCED371.01,TEACHING METHODS IN MATHEMATICS,ENGİN ADER,📅 MMTh,⏱️ 343,3 Cr 8 ECTS
SCED371.02,TEACHING METHODS IN MATHEMATICS,YEŞİM İMAMOĞLU,📅 WWTh,⏱️ 784,3 Cr 8 ECTS
SCED404.01,RESEARCH METHODS IN MATHEMATICS AND SCIENCE.EDUCATION,OLGA GIOKA,📅 TTFF,⏱️ 7834,4 Cr 8 ECTS
SCED404.02,RESEARCH METHODS IN MATHEMATICS AND SCIENCE.EDUCATION,HASAN ÖZGÜR KAPICI,📅 TTWW,⏱️ 7812,4 Cr 8 ECTS
SCED404.03,RESEARCH METHODS IN MATHEMATICS AND SCIENCE.EDUCATION,HASAN ÖZGÜR KAPICI,📅 MMWW,⏱️ 3478,4 Cr 8 ECTS
SCED404.04,RESEARCH METHODS IN MATHEMATICS AND SCIENCE.EDUCATION,GAYE DEFNE CEYHAN,📅 TTWW,⏱️ 3456,4 Cr 8 ECTS
SCED404.05,RESEARCH METHODS IN MATHEMATICS AND SCIENCE.EDUCATION,ÖZDEN ŞENGÜL,📅 TTWW,⏱️ 7878,4 Cr 8 ECTS
SCED421.01,TEACHING METHODS IN CHEMISTRY,EMİNE ADADAN,📅 MMTT,⏱️ 7834,3 Cr 6 ECTS
SCED431.01,TEACHING METHODS IN SECONDARY SCHOOL MATHEMATICS,GÜLSEREN KARAGÖZ AKAR,📅 TTWW,⏱️ 5678,4 Cr 6 ECTS
SCED441.01,TEACHING METHODS IN PHYSICS,OLGA GIOKA,📅 TTFF,⏱️ 3467,3 Cr 5 ECTS
SCED450.01,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,DEVRİM GÜVEN,📅 MM,⏱️ 12,4 Cr 6 ECTS
SCED450.02,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,ZEYNEP KAYMAZ,📅 ThTh,⏱️ 67,4 Cr 6 ECTS
SCED450.03,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,SEVDA YERDELEN DAMAR,📅 FF,⏱️ 23,4 Cr 6 ECTS
SCED450.04,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,SEVİL AKAYGÜN,📅 WW,⏱️ 34,4 Cr 6 ECTS
SCED450.05,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,KEMAL AKOĞLU,📅 MM,⏱️ 78,4 Cr 6 ECTS
SCED450.06,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,ENGİN ADER,📅 MM,⏱️ 78,4 Cr 6 ECTS
SCED450.07,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,NİLÜFER ÇAĞIN,📅 MM,⏱️ 78,4 Cr 6 ECTS
SCED450.08,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,ALEV GÜNEŞ UZUN,📅 MM,⏱️ 78,4 Cr 6 ECTS
SCED450.09,PRACTICE TEACHING IN MATHEMATICS AND SCIENCE,YEŞİM İMAMOĞLU,📅 MM,⏱️ 78,4 Cr 6 ECTS
SCED461.01,TEACHING METHODS IN SCIENCE,DEVRİM GÜVEN,📅 MMWW,⏱️ 5634,3 Cr 8 ECTS
SCED470.01,DIGITAL TECHNOLOGIES IN MATHEMATICS/SCIENCE EDUCATION,SERKAN ÖZEL,📅 MMWW,⏱️ 3434,4 Cr 8 ECTS
SCED470.02,DIGITAL TECHNOLOGIES IN MATHEMATICS/SCIENCE EDUCATION,SERKAN ÖZEL,📅 MMWW,⏱️ 5656,4 Cr 8 ECTS
SCED472.01,UNIT DESIGN IN SCIENCE/MATH. EDUCATION,FATMA ASLAN TUTAK,📅 ThThFF,⏱️ 7834,3 Cr 5 ECTS
SCED48F.01,SP.TP. MATHEMATICS AND SCIENCE EDUCATION:INTERDISCIPLINARY MATHEMATICS AND SCIENCE TEACHING,FATMA ASLAN TUTAK,📅 ThThFF,⏱️ 5656,3 Cr 6 ECTS
SCED511.01,INSTRUCTIONAL SCIENCE FOR SCIENCE/MATHEMATICS INSTRUCTION,GAYE DEFNE CEYHAN,📅 TTT,⏱️ 678,3 Cr 8 ECTS
SCED541.01,MEASUREMENT OF CONSTR.RELEVANT TO SCI.ED,EMİNE ERKTİN,📅 MMM,⏱️ 678,3 Cr 7 ECTS
SCED570.01,RESEARCH IN SCIENCE/MATHEMATICS EDUCATION,FATİH ÇAĞLAYAN MERCAN,📅 TTT,⏱️ 234,3 Cr 8 ECTS
SCED610.01,EPISTEMOLOGY AND LEARNING IN SCIENCE AND MATHEMATICS EDUCATION,KEMAL AKOĞLU,📅 TTT,⏱️ 234,4 Cr 10 ECTS
SCED611.01,QUANTITATIVE RESEARCH IN SCIENCE AND MATHEMATICS EDUCATION,SEVDA YERDELEN DAMAR,📅 TTT,⏱️ 678,4 Cr 10 ECTS
SCED663.01,FUNDAMENTAL RESEARCH IN MATHEMATICS EDUCATION II,GÜLSEREN KARAGÖZ AKAR,📅 WWW,⏱️ 234,4 Cr 10 ECTS
SCED690.01,MASTER'S THESIS IN SCIENCE EDUCATION,EMİNE ERKTİN,,,0 Cr 60 ECTS
SCED690.02,MASTER'S THESIS IN SCIENCE EDUCATION,EBRU KAYA,,,0 Cr 60 ECTS
SCED690.03,MASTER'S THESIS IN SCIENCE EDUCATION,EMİNE ADADAN,,,0 Cr 60 ECTS
SCED690.04,MASTER'S THESIS IN SCIENCE EDUCATION,GÜLSEREN KARAGÖZ AKAR,,,0 Cr 60 ECTS
SCED690.05,MASTER'S THESIS IN SCIENCE EDUCATION,SERKAN ÖZEL,,,0 Cr 60 ECTS
SCED690.06,MASTER'S THESIS IN SCIENCE EDUCATION,FATİH ÇAĞLAYAN MERCAN,,,0 Cr 60 ECTS
SCED690.07,MASTER'S THESIS IN SCIENCE EDUCATION,EBRU ZEYNEP MUĞALOĞLU,,,0 Cr 60 ECTS
SCED690.08,MASTER'S THESIS IN SCIENCE EDUCATION,FATMA ASLAN TUTAK,,,0 Cr 60 ECTS
SCED690.09,MASTER'S THESIS IN SCIENCE EDUCATION,SEVİL AKAYGÜN,,,0 Cr 60 ECTS
SCED690.10,MASTER'S THESIS IN SCIENCE EDUCATION,SEVDA YERDELEN DAMAR,,,0 Cr 60 ECTS
SCED690.11,MASTER'S THESIS IN SCIENCE EDUCATION,ENGİN ADER,,,0 Cr 60 ECTS
SCED690.12,MASTER'S THESIS IN SCIENCE EDUCATION,SERKAN ARIKAN,,,0 Cr 60 ECTS
SCED690.13,MASTER'S THESIS IN SCIENCE EDUCATION,DEVRİM GÜVEN,,,0 Cr 60 ECTS
SCED690.14,MASTER'S THESIS IN SCIENCE EDUCATION,YEŞİM İMAMOĞLU,,,0 Cr 60 ECTS
SCED690.15,MASTER'S THESIS IN SCIENCE EDUCATION,OLGA GIOKA,,,0 Cr 60 ECTS
SCED690.16,MASTER'S THESIS IN SCIENCE EDUCATION,ÖZDEN ŞENGÜL,,,0 Cr 60 ECTS
SCED690.17,MASTER'S THESIS IN SCIENCE EDUCATION,GAYE DEFNE CEYHAN,,,0 Cr 60 ECTS
SCED690.18,MASTER'S THESIS IN SCIENCE EDUCATION,KEMAL AKOĞLU,,,0 Cr 60 ECTS
SCED690.19,MASTER'S THESIS IN SCIENCE EDUCATION,OSMAN AKŞİT,,,0 Cr 60 ECTS
SCED692.01,SEL.TOP.SCIENCE LEARNING ENVIRONMENTS,DEVRİM GÜVEN,📅 WWW,⏱️ 678,4 Cr 10 ECTS
SCED790.01,DOCTORAL DISSERTATION,FATMA ASLAN TUTAK,,,0 Cr 120 ECTS
SCED790.02,DOCTORAL DISSERTATION,GÜLSEREN KARAGÖZ AKAR,,,0 Cr 120 ECTS
SCED790.03,DOCTORAL DISSERTATION,EBRU KAYA,,,0 Cr 120 ECTS
CEM503.01,ENGINEERING&MANAGERIAL ECONOMICS,SEMRA ÇOMU,,,3 Cr 8 ECTS
CEM504.01,STATISTICS FOR ENGINEERS&MANAGERS,EMRE ILICALI,,,3 Cr 8 ECTS
CEM506.01,QUALITY MANAGEMENT,TURAN ÖZTURAN,,,3 Cr 7 ECTS
CEM507.01,LEGAL ISSUES IN CONSTRUCTION ENGINEERING,ZİYA AKINCI,,,3 Cr 7 ECTS
CEM510.01,CONSTRUCTION PROJECT MANAGEMENT,BELİZ ÖZORHON,,,3 Cr 8 ECTS
CEM581.01,PROJECT,BELİZ ÖZORHON,,,0 Cr 9 ECTS
CEM581.02,PROJECT,SEMRA ÇOMU,,,0 Cr 9 ECTS
CEM581.03,PROJECT,TURAN ÖZTURAN,,,0 Cr 9 ECTS
CEM581.04,PROJECT,CEM AVCI,,,0 Cr 9 ECTS
CEM595.01,SP.TP.CONSTRUCTION CONTRACTS MANAGEMENT,LEVENT SÜMER,,,3 Cr 7 ECTS
CEM596.01,SP.TP.BUILDING INFORMATION MODELLING,ÜMİT IŞIKDAĞ,,,3 Cr 7 ECTS
CET101.01,INTRODUCTION TO EDUCATIONAL TECHNOLOGY,HAMDİ ERKUNT,📅 MMMThTh,⏱️ 78978,4 Cr 9 ECTS
CET101.02,INTRODUCTION TO EDUCATIONAL TECHNOLOGY,HAMDİ ERKUNT,📅 MMTTT,⏱️ 34789,4 Cr 9 ECTS
CET215.01,EDUCATION & TECHNOLOGY,YAVUZ AKPINAR,📅 MMFF,⏱️ 3434,3 Cr 7 ECTS
CET215.02,EDUCATION & TECHNOLOGY,YAVUZ AKPINAR,📅 MMFF,⏱️ 5634,3 Cr 7 ECTS
CET301.01,VISUAL PROGRAMMING PLATFORMS IN EDUC.,EŞREF SEĞMEN,📅 FFF,⏱️ 234,3 Cr 6 ECTS
CET321.01,INTRODUCTION TO DATABASE MANAGEMENT SYS.,OĞUZ AK,📅 ThThThTh,⏱️ 1234,3 Cr 6 ECTS
CET341.01,INSTRUCTIONAL DESIGN,MUTLU ŞEN AKBULUT,📅 TTWW,⏱️ 5678,3 Cr 7 ECTS
CET360.01,INSTRUCTIONAL TECHNOLOGIES & MATERIALS D,DUYGU UMUTLU,📅 TTWW,⏱️ 5623,3 Cr 5 ECTS
CET360.02,INSTRUCTIONAL TECHNOLOGIES & MATERIALS D,DUYGU UMUTLU,📅 TTWW,⏱️ 3456,3 Cr 5 ECTS
CET360.03,INSTRUCTIONAL TECHNOLOGIES & MATERIALS D,NESLİHAN ER AMUCE,📅 MMFF,⏱️ 5612,3 Cr 5 ECTS
CET360.04,INSTRUCTIONAL TECHNOLOGIES & MATERIALS D,YAVUZ AKPINAR,📅 MMThTh,⏱️ 1234,3 Cr 5 ECTS
CET401.01,RESEARCH METHODS,DİLER ÖNER,📅 MThTh,⏱️ 478,3 Cr 6 ECTS
CET431.01,PROJECT DEVELOPMENT&MANAGEMENT,MEHMET FATİH BİLGİN,📅 FFFF,⏱️ 67910,3 Cr 7 ECTS
CET441.01,PRINCIPLES OF DISTANCE EDUCATION,HAMDİ ERKUNT,📅 TTThTh,⏱️ 3434,3 Cr 6 ECTS
CET451.01,SCHOOL EXPERIENCE,GÜNİZİ KARTAL,📅 TT,⏱️ 67,4 Cr 5 ECTS
CET451.02,SCHOOL EXPERIENCE,MUTLU ŞEN AKBULUT,📅 MM,⏱️ 34,4 Cr 5 ECTS
CET451.03,SCHOOL EXPERIENCE,NESLİHAN ER AMUCE,📅 MM,⏱️ 34,4 Cr 5 ECTS
CET451.04,SCHOOL EXPERIENCE,OĞUZ AK,📅 WW,⏱️ 34,4 Cr 5 ECTS
CET501.01,"EDUCATION, INSTRUCTION, AND TECHNOLOGY",HAMDİ ERKUNT,📅 WWW,⏱️ 789,3 Cr 8 ECTS
CET511.01,THEORE.FOUNDA.OF TECH.BASED LEARNING EN.,GÜNİZİ KARTAL,📅 TTT,⏱️ 123,3 Cr 7 ECTS
CET531.01,AUTHORING SYSTEMS IN EDUCATION,YAVUZ AKPINAR,📅 WWWW,⏱️ 2345,3 Cr 7 ECTS
CET580.01,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,HAMDİ ERKUNT,📅 FFF,⏱️ 8910,3 Cr 7 ECTS
CET580.02,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,GÜNİZİ KARTAL,📅 ThThTh,⏱️ 234,3 Cr 7 ECTS
CET580.03,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,MUTLU ŞEN AKBULUT,📅 FFF,⏱️ 567,3 Cr 7 ECTS
CET580.04,SPECIAL TOPICS IN EDUCATIONAL TECHNOLOGY,DİLER ÖNER,📅 WWW,⏱️ 234,3 Cr 7 ECTS
CET584.01,SP.TP.RESEARCH&DESIGN OF DIGITAL LEARNING GAMES,OĞUZ AK,📅 ThThTh,⏱️ 567,3 Cr 7 ECTS
CET690.01,MASTER'S THESIS,GÜNİZİ KARTAL,,,0 Cr 30 ECTS
CET690.02,MASTER'S THESIS,HAMDİ ERKUNT,,,0 Cr 30 ECTS
CET690.03,MASTER'S THESIS,DİLER ÖNER,,,0 Cr 30 ECTS
CET690.04,MASTER'S THESIS,YAVUZ AKPINAR,,,0 Cr 30 ECTS
CET690.05,MASTER'S THESIS,DUYGU UMUTLU,,,0 Cr 30 ECTS
CET690.06,MASTER'S THESIS,MUTLU ŞEN AKBULUT,,,0 Cr 30 ECTS
CHE110.01,INTRODUCTION TO CHEMICAL&BIOSYSTEMS ENG.,SEZEN SOYER UZUN,📅 WWTh,⏱️ 128,3 Cr 5 ECTS
CHE201.01,PHYSICOCHEMICAL SYSTEMS I,BETÜL URALCAN,📅 MMTFF,⏱️ 78367,3 Cr 5 ECTS
CHE203.01,PHYSICOCHEMICAL SYSTEMS LABORATORY,BETÜL URALCAN,📅 WW,⏱️ 78,1 Cr 2 ECTS
CHE203.02,PHYSICOCHEMICAL SYSTEMS LABORATORY,BETÜL URALCAN,📅 ThTh,⏱️ 78,1 Cr 2 ECTS
CHE211.01,MASS & ENERGY BALANCES,NAZAR İLERİ ERCAN,📅 MMWWThTh,⏱️ 565656,4 Cr 5 ECTS
CHE321.01,CHEM. ENGINEERING THERMODYNAMICS,TÜRKAN HALİLOĞLU,📅 MMWWTh,⏱️ 78345,4 Cr 7 ECTS
CHE333.01,HEAT TRANSFER,RAMAZAN YILDIRIM,📅 MMTTh,⏱️ 2334,3 Cr 5 ECTS
CHE353.01,CHEMICAL & BIOCHEMICAL PROCESSES,NAZAR İLERİ ERCAN,📅 FFF,⏱️ 678,3 Cr 5 ECTS
CHE383.01,PROBABILITY&STATISTICS IN CHEM.ENGR.APPL,BURAK ALAKENT,📅 TTWTh,⏱️ 4526,3 Cr 5 ECTS
CHE401.01,CHE.ENGINEERING&BIOTECHNOLOGY LABORATORY,BURAK ALAKENT,📅 Th,⏱️ 8,3 Cr 6 ECTS
CHE401.01 LAB 1,CHE.ENGINEERING&BIOTECHNOLOGY LABORATORY LAB,📅 FFFF,⏱️ 1234,,
CHE417.01,MICROFLUIDICS AND ITS APPLICATIONS,A.KEREM UĞUZ,📅 MMTh,⏱️ 457,3 Cr 5 ECTS
CHE433.01,DESIGN OF CHEMICAL PROCESSING UNITS,AHMET KERİM AVCI,📅 TTThTh,⏱️ 7834,3 Cr 8 ECTS
CHE440.01,HETEROGENEOUS CATALYSIS,AHMET ERHAN AKSOYLU,📅 MMT,⏱️ 455,3 Cr 5 ECTS
CHE443.01,RENEWABLE ENERGY TECHNOLOGIES,RAMAZAN YILDIRIM,📅 TWW,⏱️ 678,3 Cr 5 ECTS
CHE444.01,FUEL CELLS,DAMLA EROĞLU PALA,📅 MMT,⏱️ 233,3 Cr 5 ECTS
CHE465.01,OPERATIONAL&ENVIRONMENTAL SAFETY OF CHEMICAL PLANTS,ÖNER HORTAÇSU,📅 TTWW,⏱️ 4534,3 Cr 5 ECTS
CHE475.01,PROCESS DYNAMICS & CONTROL,DAMLA EROĞLU PALA,📅 TTThTh,⏱️ 1212,3 Cr 6 ECTS
CHE477.01,PROCESS OPTIMIZATION,UĞUR AKMAN,📅 WWW,⏱️ 789,3 Cr 5 ECTS
CHE482.01,SP.TP.MATERIALS CHARACTERIZATION TECHNIQUES,SEZEN SOYER UZUN,📅 MWW,⏱️ 356,3 Cr 5 ECTS
CHE492.01,PROJECT,BETÜL URALCAN,,,4 Cr 8 ECTS
CHE543.01,CATALYSIS FOR GREEN TECHNOLOGIES,AHMET ERHAN AKSOYLU,📅 MMT,⏱️ 9109,3 Cr 8 ECTS
CHE555.01,APPLIED MATH.&MODELING FOR CHE.ENG.I,UĞUR AKMAN,📅 TTWW,⏱️ 7834,3 Cr 8 ECTS
CHE579.01,GRADUATE SEMINAR,UĞUR AKMAN,📅 Th,⏱️ 9,0 Cr 2 ECTS
CHE584.01,SP.TP.PHARMACOKINETIC MODELING,KUTLU ÜLGEN,📅 MMT,⏱️ 674,3 Cr 8 ECTS
CHE631.01,ADVANCED FLUID MECHANICS,A.KEREM UĞUZ,📅 MTT,⏱️ 212,3 Cr 10 ECTS
CHE637.01,ADVANCED MASS TRANSFER,KUTLU ÜLGEN,📅 TWW,⏱️ 656,3 Cr 10 ECTS
CHE690.01,M.S. THESIS,UĞUR AKMAN,,,0 Cr 60 ECTS
CHE690.02,M.S. THESIS,AHMET ERHAN AKSOYLU,,,0 Cr 60 ECTS
CHE690.03,M.S. THESIS,BURAK ALAKENT,,,0 Cr 60 ECTS
CHE690.04,M.S. THESIS,AHMET KERİM AVCI,,,0 Cr 60 ECTS
CHE690.06,M.S. THESIS,NAZAR İLERİ ERCAN,,,0 Cr 60 ECTS
CHE690.07,M.S. THESIS,TÜRKAN HALİLOĞLU,,,0 Cr 60 ECTS
CHE690.09,M.S. THESIS,SEZEN SOYER UZUN,,,0 Cr 60 ECTS
CHE690.11,M.S. THESIS,A.KEREM UĞUZ,,,0 Cr 60 ECTS
CHE690.12,M.S. THESIS,KUTLU ÜLGEN,,,0 Cr 60 ECTS
CHE690.13,M.S. THESIS,RAMAZAN YILDIRIM,,,0 Cr 60 ECTS
CHE690.14,M.S. THESIS,DAMLA EROĞLU PALA,,,0 Cr 60 ECTS
CHE690.16,M.S. THESIS,BETÜL URALCAN,,,0 Cr 60 ECTS
CHE700.01,GRADUATE SEMINAR,STAFF STAFF,📅 Th,⏱️ 9,0 Cr 2 ECTS
CHE790.01,Ph.D. THESIS,UĞUR AKMAN,,,0 Cr 120 ECTS
CHE790.02,Ph.D. THESIS,AHMET ERHAN AKSOYLU,,,0 Cr 120 ECTS
CHE790.03,Ph.D. THESIS,BURAK ALAKENT,,,0 Cr 120 ECTS
CHE790.04,Ph.D. THESIS,AHMET KERİM AVCI,,,0 Cr 120 ECTS
CHE790.06,Ph.D. THESIS,NAZAR İLERİ ERCAN,,,0 Cr 120 ECTS
CHE790.07,Ph.D. THESIS,TÜRKAN HALİLOĞLU,,,0 Cr 120 ECTS
CHE790.09,Ph.D. THESIS,SEZEN SOYER UZUN,,,0 Cr 120 ECTS
CHE790.11,Ph.D. THESIS,A.KEREM UĞUZ,,,0 Cr 120 ECTS
CHE790.12,Ph.D. THESIS,KUTLU ÜLGEN,,,0 Cr 120 ECTS
CHE790.13,Ph.D. THESIS,RAMAZAN YILDIRIM,,,0 Cr 120 ECTS
CHE790.14,Ph.D. THESIS,DAMLA EROĞLU PALA,,,0 Cr 120 ECTS
CHE790.16,Ph.D. THESIS,BETÜL URALCAN,,,0 Cr 120 ECTS
CHEM103.01,GENERAL CHEMISTRY I,MEHMET FIRAT İLKER,📅 TThTh,⏱️ 567,3 Cr 7 ECTS
CHEM103.01 P.S. 1,GENERAL CHEMISTRY I P.S.,📅 F,⏱️ 5,,
CHEM103.02,GENERAL CHEMISTRY I,NİHAN NUGAY,📅 TFF,⏱️ 334,3 Cr 7 ECTS
CHEM103.02 P.S. 1,GENERAL CHEMISTRY I P.S.,📅 W,⏱️ 3,,
CHEM104.01,GENERAL CHEMISTRY II,ALİ ERSİN ACAR,📅 TTTh,⏱️ 344,3 Cr 6 ECTS
CHEM104.01 P.S. 1,GENERAL CHEMISTRY II P.S.,📅 T,⏱️ 7,,
CHEM105.01,FUNDAMENTALS OF CHEMISTRY,STAFF STAFF,📅 TTTh,⏱️ 122,4 Cr 6 ECTS
CHEM105.01 LAB 1,FUNDAMENTALS OF CHEMISTRY LAB,📅 MMM,⏱️ 678,,
CHEM105.01 P.S. 1,FUNDAMENTALS OF CHEMISTRY P.S.,📅 M,⏱️ 4,,
CHEM105.02,FUNDAMENTALS OF CHEMISTRY,STAFF STAFF,📅 TTTh,⏱️ 343,4 Cr 6 ECTS
CHEM105.02 LAB 1,FUNDAMENTALS OF CHEMISTRY LAB,📅 WWW,⏱️ 567,,
CHEM105.02 LAB 2,FUNDAMENTALS OF CHEMISTRY LAB,📅 ThThTh,⏱️ 678,,
CHEM105.02 LAB 3,FUNDAMENTALS OF CHEMISTRY LAB,📅 FFF,⏱️ 678,,
CHEM105.02 P.S. 1,FUNDAMENTALS OF CHEMISTRY P.S.,📅 Th,⏱️ 6,,
CHEM107.01,INTRODUCTION TO PRACTICAL CHEMISTRY,REYHAN İŞERİ,📅 MM,⏱️ 45,3 Cr 4 ECTS
CHEM107.01 LAB 1,INTRODUCTION TO PRACTICAL CHEMISTRY LAB,📅 MMM,⏱️ 678,,
CHEM107.01 LAB 2,INTRODUCTION TO PRACTICAL CHEMISTRY LAB,📅 ThThTh,⏱️ 678,,
CHEM107.01 LAB 3,INTRODUCTION TO PRACTICAL CHEMISTRY LAB,📅 ThThTh,⏱️ 345,,
CHEM109.01,GENERAL CHEMISTRY LABORATORY,REYHAN İŞERİ,📅 TTT,⏱️ 678,1 Cr 2 ECTS
CHEM109.02,GENERAL CHEMISTRY LABORATORY,REYHAN İŞERİ,📅 WWW,⏱️ 678,1 Cr 2 ECTS
CHEM109.03,GENERAL CHEMISTRY LABORATORY,REYHAN İŞERİ,📅 FFF,⏱️ 678,1 Cr 2 ECTS
CHEM201.01,ORGANIC CHEMISTRY I,DUYGU AVCI SEMİZ,📅 MMWW,⏱️ 3434,4 Cr 5 ECTS
CHEM201.01 P.S. 1,ORGANIC CHEMISTRY I P.S.,📅 F,⏱️ 3,,
CHEM203.01,ORGANIC CHEMISTRY LABORATORY I,EDİZ TAYLAN,📅 MMM,⏱️ 567,2 Cr 4 ECTS
CHEM203.02,ORGANIC CHEMISTRY LABORATORY I,EDİZ TAYLAN,📅 WWW,⏱️ 567,2 Cr 4 ECTS
CHEM203.03,ORGANIC CHEMISTRY LABORATORY I,EDİZ TAYLAN,📅 FFF,⏱️ 678,2 Cr 4 ECTS
CHEM221.01,SURVEY OF ORGANIC CHEMISTRY,RANA NOMAK SANYAL,📅 TTThTh,⏱️ 3434,4 Cr 5 ECTS
CHEM241.01,ORGANIC CHEMISTRY FOR ENGINEERS,TURGUT NUGAY,📅 WWFF,⏱️ 3412,4 Cr 6 ECTS
CHEM241.01 LAB 1,ORGANIC CHEMISTRY FOR ENGINEERS LAB,📅 FFF,⏱️ 345,,
CHEM241.01 LAB 2,ORGANIC CHEMISTRY FOR ENGINEERS LAB,📅 TTT,⏱️ 678,,
