Lesson Code,Lesson Name,Teacher Name,Lesson Date,Lesson Hours,Lesson Credit
PE137.04,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 F,⏱️ 4,1 Cr 2 ECTS
PE137.05,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 F,⏱️ 5,1 Cr 2 ECTS
PE137.06,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 F,⏱️ 6,1 Cr 2 ECTS
PE137.07,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 F,⏱️ 7,1 Cr 2 ECTS
PE137.08,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 F,⏱️ 8,1 Cr 2 ECTS
PE141.01,ELEMENTARY SWIMMING,ERCÜMENT PAĞDA,📅 W,⏱️ 4,1 Cr 2 ECTS
PE141.02,ELEMENTARY SWIMMING,ERCÜMENT PAĞDA,📅 W,⏱️ 5,1 Cr 2 ECTS
PE141.03,ELEMENTARY SWIMMING,ERCÜMENT PAĞDA,📅 W,⏱️ 6,1 Cr 2 ECTS
PE141.04,ELEMENTARY SWIMMING,SONAY AYDOĞAN,📅 Th,⏱️ 1,1 Cr 2 ECTS
PE141.05,ELEMENTARY SWIMMING,SONAY AYDOĞAN,📅 Th,⏱️ 2,1 Cr 2 ECTS
PE141.06,ELEMENTARY SWIMMING,SONAY AYDOĞAN,📅 Th,⏱️ 3,1 Cr 2 ECTS
PE141.07,ELEMENTARY SWIMMING,SONAY AYDOĞAN,📅 Th,⏱️ 4,1 Cr 2 ECTS
PE142.01,ADVANCED SWIMMING,ERCÜMENT PAĞDA,📅 M,⏱️ 4,1 Cr 2 ECTS
PE142.02,ADVANCED SWIMMING,ERCÜMENT PAĞDA,📅 M,⏱️ 5,1 Cr 2 ECTS
PE142.03,ADVANCED SWIMMING,ERCÜMENT PAĞDA,📅 M,⏱️ 6,1 Cr 2 ECTS
PE142.04,ADVANCED SWIMMING,SONAY AYDOĞAN,📅 T,⏱️ 1,1 Cr 2 ECTS
PE142.05,ADVANCED SWIMMING,SONAY AYDOĞAN,📅 T,⏱️ 2,1 Cr 2 ECTS
PE142.06,ADVANCED SWIMMING,SONAY AYDOĞAN,📅 T,⏱️ 3,1 Cr 2 ECTS
PE142.07,ADVANCED SWIMMING,SONAY AYDOĞAN,📅 T,⏱️ 4,1 Cr 2 ECTS
PE145.01,FUTSAL I,RIDVAN EKİCİ,📅 M,⏱️ 7,1 Cr 2 ECTS
PE145.02,FUTSAL I,RIDVAN EKİCİ,📅 M,⏱️ 8,1 Cr 2 ECTS
PE145.03,FUTSAL I,RIDVAN EKİCİ,📅 W,⏱️ 7,1 Cr 2 ECTS
PE145.04,FUTSAL I,RIDVAN EKİCİ,📅 W,⏱️ 8,1 Cr 2 ECTS
PE145.05,FUTSAL I,RIDVAN EKİCİ,📅 F,⏱️ 3,1 Cr 2 ECTS
PE145.06,FUTSAL I,RIDVAN EKİCİ,📅 F,⏱️ 4,1 Cr 2 ECTS
PE145.07,FUTSAL I,RIDVAN EKİCİ,📅 F,⏱️ 5,1 Cr 2 ECTS
PE145.08,FUTSAL I,RIDVAN EKİCİ,📅 F,⏱️ 6,1 Cr 2 ECTS
PE151.01,PILATES I,VİLDAN ZAN KİPRİ,📅 M,⏱️ 3,1 Cr 2 ECTS
PE151.02,PILATES I,VİLDAN ZAN KİPRİ,📅 M,⏱️ 4,1 Cr 2 ECTS
PE151.03,PILATES I,VİLDAN ZAN KİPRİ,📅 M,⏱️ 5,1 Cr 2 ECTS
PE151.04,PILATES I,VİLDAN ZAN KİPRİ,📅 M,⏱️ 6,1 Cr 2 ECTS
PE151.05,PILATES I,VİLDAN ZAN KİPRİ,📅 W,⏱️ 3,1 Cr 2 ECTS
PE151.06,PILATES I,VİLDAN ZAN KİPRİ,📅 W,⏱️ 4,1 Cr 2 ECTS
PE151.07,PILATES I,VİLDAN ZAN KİPRİ,📅 W,⏱️ 5,1 Cr 2 ECTS
PE151.08,PILATES I,VİLDAN ZAN KİPRİ,📅 W,⏱️ 6,1 Cr 2 ECTS
PE153.01,CIRCUIT TRAINING I,MEHMET OKTAR,📅 W,⏱️ 3,1 Cr 2 ECTS
PE153.02,CIRCUIT TRAINING I,MEHMET OKTAR,📅 W,⏱️ 4,1 Cr 2 ECTS
PE153.03,CIRCUIT TRAINING I,MEHMET OKTAR,📅 F,⏱️ 3,1 Cr 2 ECTS
PE153.04,CIRCUIT TRAINING I,MEHMET OKTAR,📅 F,⏱️ 4,1 Cr 2 ECTS
PE153.05,CIRCUIT TRAINING I,MEHMET OKTAR,📅 F,⏱️ 5,1 Cr 2 ECTS
PE153.06,CIRCUIT TRAINING I,MEHMET OKTAR,📅 F,⏱️ 6,1 Cr 2 ECTS
PE155.01,TOTAL-BODY SHAPING I,ORHAN YALINTAŞ,📅 T,⏱️ 7,1 Cr 2 ECTS
PE155.02,TOTAL-BODY SHAPING I,ORHAN YALINTAŞ,📅 T,⏱️ 8,1 Cr 2 ECTS
PE155.03,TOTAL-BODY SHAPING I,ORHAN YALINTAŞ,📅 Th,⏱️ 7,1 Cr 2 ECTS
PE155.04,TOTAL-BODY SHAPING I,ORHAN YALINTAŞ,📅 Th,⏱️ 8,1 Cr 2 ECTS
PER201.01,PERSIAN I,ÜLKÜ AKÇAY,📅 WWF,⏱️ 786,3 Cr 5 ECTS
PER203.01,PERSIAN III,ÜMRAN AY,📅 ThThTh,⏱️ 234,3 Cr 5 ECTS
PER201.01,PERSIAN I,ÜLKÜ AKÇAY,📅 WWF,⏱️ 786,3 Cr 5 ECTS
PER203.01,PERSIAN III,ÜMRAN AY,📅 ThThTh,⏱️ 234,3 Cr 5 ECTS
PHIL101.01,INTRODUCTION TO PHILOSOPHY,YILDIZ SİLİER,📅 ThThF,⏱️ 346,3 Cr 8 ECTS
PHIL105.01,INFORMAL LOGIC,BERNA KILINÇ,📅 TTTh,⏱️ 568,4 Cr 8 ECTS
PHIL111.01,INTRO.TO ANCIENT & MEDIEVAL PHILOSOPHY,STEPHEN VOSS,📅 TTTh,⏱️ 566,3 Cr 6 ECTS
PHIL131.01,LOGIC I,KARANFİL SOYHUN,📅 MMWW,⏱️ 7834,4 Cr 8 ECTS
PHIL213.01,HISTORY OF PHILOSOPHY I,CHRYSSI SIDIROPOULOU,📅 TTF,⏱️ 347,3 Cr 6 ECTS
PHIL273.01,EPISTEMOLOGY,BERNA KILINÇ,📅 TThTh,⏱️ 856,3 Cr 6 ECTS
PHIL313.01,HISTORY OF PHILOSOPHY III,SUN DEMİRLİ,📅 WWTh,⏱️ 787,3 Cr 6 ECTS
PHIL341.01,ETHICS,KARANFİL SOYHUN,📅 MMW,⏱️ 345,3 Cr 6 ECTS
PHIL473.01,PHILOSOPHY AS A WAY OF LIFE,YILDIZ SİLİER,📅 ThFF,⏱️ 634,3 Cr 7 ECTS
PHIL48E.01,SEL.TP. PHILOSOPHY OF RELIGION,CHRYSSI SIDIROPOULOU,📅 TTF,⏱️ 786,3 Cr 6 ECTS
PHIL48F.01,SEL.TP.ONTOLOGY OF ART OBJECTS,NURBAY IRMAK,📅 MMW,⏱️ 786,3 Cr 6 ECTS
PHIL48G.01,SP.TP.PHILOSOPHY OF LANGUAGE,SUN DEMİRLİ,📅 WThTh,⏱️ 434,3 Cr 6 ECTS
PHIL48H.01,SP.TP.HISTORICAL REFLECTIONS ON FREEDOM,MAYA MANDALİNCİ,📅 FFF,⏱️ 789,3 Cr 6 ECTS
PHIL48O.01,SL.TP.NEGATIVE THEOLOGY AND THE NOTHING,M.KEMAL IŞIK,📅 TTT,⏱️ 456,3 Cr 6 ECTS
PHIL48P.01,SEL.TP.KANT'S ETHICS,LUCAS THORPE,📅 WWTh,⏱️ 787,3 Cr 6 ECTS
PHIL48R.01,SP.TP.DE SE THOUGHTS,ARAN ARSLAN,📅 WWW,⏱️ 123,3 Cr 6 ECTS
PHIL499.01,INDEPENDENT STUDY,CHRYSSI SIDIROPOULOU,,,3 Cr 6 ECTS
PHIL499.03,INDEPENDENT STUDY,BERNA KILINÇ,,,3 Cr 6 ECTS
PHIL499.04,INDEPENDENT STUDY,NURBAY IRMAK,,,3 Cr 6 ECTS
PHIL499.05,INDEPENDENT STUDY,SUN DEMİRLİ,,,3 Cr 6 ECTS
PHIL499.06,INDEPENDENT STUDY,YILDIZ SİLİER,,,3 Cr 6 ECTS
PHIL499.07,INDEPENDENT STUDY,LUCAS THORPE,,,3 Cr 6 ECTS
PHIL499.08,INDEPENDENT STUDY,STEPHEN VOSS,,,3 Cr 6 ECTS
PHIL504.01,ADVANCED ISSUES IN ONTOLOGY,NURBAY IRMAK,,,3 Cr 10 ECTS
PHIL579.01,GRADUATE SEMINAR,CHRYSSI SIDIROPOULOU,,,0 Cr 10 ECTS
PHIL586.01,SEL.TOP.CONTEMPORARY ISSUES IN PHILOSOPHY OF RELIGION,CHRYSSI SIDIROPOULOU,,,3 Cr 10 ECTS
PHIL589.01,READINGS IN PHILOSOPHY,CHRYSSI SIDIROPOULOU,,,1 Cr 10 ECTS
PHIL58E.01,SP.TP.DESCARTES THEN AND NOW,STEPHEN VOSS,📅 ThThTh,⏱️ 234,4 Cr 10 ECTS
PHIL590.01,DIRECTED STUDY,CHRYSSI SIDIROPOULOU,,,4 Cr 10 ECTS
PHIL590.03,DIRECTED STUDY,BERNA KILINÇ,,,4 Cr 10 ECTS
PHIL590.04,DIRECTED STUDY,NURBAY IRMAK,,,4 Cr 10 ECTS
PHIL590.05,DIRECTED STUDY,SUN DEMİRLİ,,,4 Cr 10 ECTS
PHIL590.06,DIRECTED STUDY,YILDIZ SİLİER,,,4 Cr 10 ECTS
PHIL590.07,DIRECTED STUDY,LUCAS THORPE,,,4 Cr 10 ECTS
PHIL590.08,DIRECTED STUDY,STEPHEN VOSS,,,4 Cr 10 ECTS
PHIL59K.01,SEL.TP.THE CRITIQUE OF PURE REASON,LUCAS THORPE,📅 ThThTh,⏱️ 8910,4 Cr 10 ECTS
PHIL689.01,STUDIES IN PHILOSOPHY,CHRYSSI SIDIROPOULOU,,,3 Cr 30 ECTS
PHIL690.01,MASTER THESIS,CHRYSSI SIDIROPOULOU,,,0 Cr 60 ECTS
PHIL690.03,MASTER THESIS,BERNA KILINÇ,,,0 Cr 60 ECTS
PHIL690.04,MASTER THESIS,NURBAY IRMAK,,,0 Cr 60 ECTS
PHIL690.05,MASTER THESIS,SUN DEMİRLİ,,,0 Cr 60 ECTS
PHIL690.06,MASTER THESIS,YILDIZ SİLİER,,,0 Cr 60 ECTS
PHIL690.07,MASTER THESIS,LUCAS THORPE,,,0 Cr 60 ECTS
PHIL690.08,MASTER THESIS,STEPHEN VOSS,,,0 Cr 60 ECTS
PHIL700.01,GRADUATE SEMINAR,CHRYSSI SIDIROPOULOU,,,0 Cr 2 ECTS
PHIL790.01,DOCTORAL DISSERTATION,CHRYSSI SIDIROPOULOU,,,0 Cr 120 ECTS
PHIL790.03,DOCTORAL DISSERTATION,BERNA KILINÇ,,,0 Cr 120 ECTS
PHIL790.04,DOCTORAL DISSERTATION,NURBAY IRMAK,,,0 Cr 120 ECTS
PHIL790.05,DOCTORAL DISSERTATION,SUN DEMİRLİ,,,0 Cr 120 ECTS
PHIL790.06,DOCTORAL DISSERTATION,YILDIZ SİLİER,,,0 Cr 120 ECTS
PHIL790.07,DOCTORAL DISSERTATION,LUCAS THORPE,,,0 Cr 120 ECTS
PHIL790.08,DOCTORAL DISSERTATION,STEPHEN VOSS,,,0 Cr 120 ECTS
PHYS101.02,PHYSICS I,HAKAN ERKOL,📅 MWF,⏱️ 222,4 Cr 8 ECTS
PHYS101.03,PHYSICS I,HAKAN ERKOL,📅 MWF,⏱️ 333,4 Cr 8 ECTS
PHYS101.04,PHYSICS I,GİZEM ŞENGÖR ERÖNCEL,📅 MWF,⏱️ 444,4 Cr 8 ECTS
PHYS101.05,PHYSICS I,GİZEM ŞENGÖR ERÖNCEL,📅 MWF,⏱️ 555,4 Cr 8 ECTS
PHYS102.01,PHYSICS II,ERHAN GÜLMEZ,📅 MWF,⏱️ 222,4 Cr 8 ECTS
PHYS102.02,PHYSICS II,ERHAN GÜLMEZ,📅 MWF,⏱️ 333,4 Cr 8 ECTS
PHYS121.01,INTRODUCTORY MECHANICS & THERMODYNAMICS,ÖZGÜR BURAK ASLAN,📅 MMWW,⏱️ 1212,4 Cr 8 ECTS
PHYS121.02,INTRODUCTORY MECHANICS & THERMODYNAMICS,ÖZGÜR BURAK ASLAN,📅 MMWW,⏱️ 3434,4 Cr 8 ECTS
PHYS130.01,"THERMODYN., WAVES, OPTICS & MODERN PHYS.",AŞKIN ANKAY,📅 MMWW,⏱️ 3434,4 Cr 7 ECTS
PHYS130.02,"THERMODYN., WAVES, OPTICS & MODERN PHYS.",AŞKIN ANKAY,📅 MMWW,⏱️ 5656,4 Cr 7 ECTS
PHYS197.01,ANALYTICAL METHODS IN PHYSICS,ILMAR GAHRAMANOV,📅 MMWW,⏱️ 1212,3 Cr 6 ECTS
PHYS201.01,PHYSICS III,PARVİZ ELAHİ,📅 TTThTh,⏱️ 1212,4 Cr 6 ECTS
PHYS201.02,PHYSICS III,MEHMET BURÇİN ÜNLÜ,📅 TTThTh,⏱️ 3434,4 Cr 6 ECTS
PHYS201.03,PHYSICS III,İBRAHİM SEMİZ,📅 TTThTh,⏱️ 3434,4 Cr 6 ECTS
PHYS201.04,PHYSICS III,İBRAHİM SEMİZ,📅 TTThTh,⏱️ 5656,4 Cr 6 ECTS
PHYS201.05,PHYSICS III,OSMAN TEOMAN TURGUT,📅 TTThTh,⏱️ 7878,4 Cr 6 ECTS
PHYS202.01,PHYSICS IV,SERDAR NERGİZ,📅 TTThTh,⏱️ 3434,4 Cr 6 ECTS
PHYS202.02,PHYSICS IV,SERDAR NERGİZ,📅 TTThTh,⏱️ 5656,4 Cr 6 ECTS
PHYS205.01,EXPLORING THE COSMOS I,LEVENT KURNAZ,📅 MMTh,⏱️ 786,3 Cr 5 ECTS
PHYS221.01,THERMAL PROPERTIES OF MATTER,ÖZHAN ÖZATAY,📅 TTThTh,⏱️ 1212,3 Cr 5 ECTS
PHYS301.01,CLASSICAL MECHANICS I,ILMAR GAHRAMANOV,📅 MMWW,⏱️ 3434,3 Cr 6 ECTS
PHYS311.01,MODERN PHYSICS I,TONGUÇ RADOR,📅 MMWW,⏱️ 5656,3 Cr 7 ECTS
PHYS325.01,MATHEMATICAL METHODS OF PHYSICS I,ARKADAŞ İNAN ÖZAKIN,📅 TTThTh,⏱️ 5656,3 Cr 5 ECTS
PHYS331.01,ELECTRONICS FOR PHYSICISTS I,YANI SKARLATOS,📅 TTFFF,⏱️ 78123,3 Cr 5 ECTS
PHYS331.02,ELECTRONICS FOR PHYSICISTS I,YANI SKARLATOS,📅 TTFFF,⏱️ 78567,3 Cr 5 ECTS
PHYS331.03,ELECTRONICS FOR PHYSICISTS I,YANI SKARLATOS,📅 TTThThTh,⏱️ 78123,3 Cr 5 ECTS
PHYS331.04,ELECTRONICS FOR PHYSICISTS I,YANI SKARLATOS,📅 TTThThTh,⏱️ 78789,3 Cr 5 ECTS
PHYS331.05,ELECTRONICS FOR PHYSICISTS I,YANI SKARLATOS,📅 TTWWW,⏱️ 78789,3 Cr 5 ECTS
PHYS337.01,INTRO.TO PHYSICAL METH.IN MEDICAL DIAG.,MEHMET BURÇİN ÜNLÜ,📅 TTTh,⏱️ 787,3 Cr 6 ECTS
PHYS345.01,CLASSICAL ASTRONOMY,ENİSE NİHAL ERCAN,📅 TTTh,⏱️ 343,3 Cr 6 ECTS
PHYS346.01,INTRODUCTION TO ASTROPHYSICS,ENİSE NİHAL ERCAN,📅 TThTh,⏱️ 545,3 Cr 6 ECTS
PHYS391.01,PHYSICAL ELECTRONICS I,B.GÜLEN AKTAŞ,,,3 Cr 6 ECTS
PHYS401.01,ELECTROMAGNETISM I,OSMAN TEOMAN TURGUT,📅 TTThTh,⏱️ 3434,3 Cr 4 ECTS
PHYS407.01,ADVANCED QUANTUM PHYSICS I,ERSAN DEMİRALP,📅 MMWW,⏱️ 5656,3 Cr 7 ECTS
PHYS411.01,QUANTUM MECHANICS I,LEVENT AKANT,📅 MMWW,⏱️ 5656,3 Cr 6 ECTS
PHYS421.01,STATISTICAL MECHANICS,ERSAN DEMİRALP,📅 TTThTh,⏱️ 7878,3 Cr 6 ECTS
PHYS442.01,EXPERIMENTAL PHYSICS I,BORA AKGÜN,,,4 Cr 7 ECTS
PHYS442.02,EXPERIMENTAL PHYSICS I,BORA AKGÜN,,,4 Cr 7 ECTS
PHYS449.01,COSMIC X-RAY ASTRONOMY,ENİSE NİHAL ERCAN,📅 WWTh,⏱️ 346,3 Cr 6 ECTS
PHYS458.01,QUANTUM ELECTRONICS,PARVİZ ELAHİ,📅 TTTh,⏱️ 343,3 Cr 6 ECTS
PHYS485.01,SP.TP.INTRODUCTION TO QUANTUM OPTICS,BELKIS GÖKBULUT,,,3 Cr 6 ECTS
PHYS48Y.01,SL.TP.PHYSICS OF SAILING,TONGUÇ RADOR,,,3 Cr 6 ECTS
PHYS490.01,SEL.TP.SYNCHROTRON RADIATION&ITS(ONLINE),MEHMET ALPER ŞAHİNER,,,3 Cr 6 ECTS
PHYS491.01,INTRODUCTION TO RESEARCH IN PHYSICS I,ÖZGÜR BURAK ASLAN,,,3 Cr 6 ECTS
PHYS491.02,INTRODUCTION TO RESEARCH IN PHYSICS I,ÖZHAN ÖZATAY,,,3 Cr 6 ECTS
PHYS491.03,INTRODUCTION TO RESEARCH IN PHYSICS I,LEVENT KURNAZ,,,3 Cr 6 ECTS
PHYS491.05,INTRODUCTION TO RESEARCH IN PHYSICS I,DIETER VAN DEN BLEEKEN,,,3 Cr 6 ECTS
PHYS491.06,INTRODUCTION TO RESEARCH IN PHYSICS I,METİN ARIK,,,3 Cr 6 ECTS
PHYS491.07,INTRODUCTION TO RESEARCH IN PHYSICS I,ARKADAŞ İNAN ÖZAKIN,,,3 Cr 6 ECTS
PHYS491.08,INTRODUCTION TO RESEARCH IN PHYSICS I,MEHMET BURÇİN ÜNLÜ,,,3 Cr 6 ECTS
PHYS491.10,INTRODUCTION TO RESEARCH IN PHYSICS I,ILMAR GAHRAMANOV,,,3 Cr 6 ECTS
PHYS491.11,INTRODUCTION TO RESEARCH IN PHYSICS I,LEVENT AKANT,,,3 Cr 6 ECTS
PHYS491.12,INTRODUCTION TO RESEARCH IN PHYSICS I,İBRAHİM SEMİZ,,,3 Cr 6 ECTS
PHYS491.13,INTRODUCTION TO RESEARCH IN PHYSICS I,HAKAN ERKOL,,,3 Cr 6 ECTS
PHYS491.14,INTRODUCTION TO RESEARCH IN PHYSICS I,VEYSİ ERKCAN ÖZCAN,,,3 Cr 6 ECTS
PHYS496.01,SEL.TOP.IN PHYS:COMPUTATIONAL PHYSICS,ARKADAŞ İNAN ÖZAKIN,,,3 Cr 6 ECTS
PHYS499.01,SP.TP.DATA STRUCTURES&ANALYSIS,YÜKSEL GÜNAL,,,3 Cr 6 ECTS
PHYS500.01,READING IN PHYSICS,BORA AKGÜN,,,1 Cr 3 ECTS
PHYS501.01,CLASSICAL DYNAMICS,DIETER VAN DEN BLEEKEN,📅 TTThTh,⏱️ 1212,4 Cr 10 ECTS
PHYS511.01,ELECTROMAGNETIC THEORY I,LEVENT AKANT,📅 TTThTh,⏱️ 5656,4 Cr 10 ECTS
PHYS531.01,QUANTUM MECHANICS I,TONGUÇ RADOR,📅 MMWW,⏱️ 7878,4 Cr 10 ECTS
PHYS571.01,X-RAY ASTRONOMY,ENİSE NİHAL ERCAN,,,4 Cr 10 ECTS
PHYS58E.01,SP.TP.IN PHYS:SPINTRONICS,ÖZHAN ÖZATAY,,,4 Cr 10 ECTS
PHYS58H.01,SP.TP.IN MATHEMATICAL METHODS,DIETER VAN DEN BLEEKEN,,,4 Cr 10 ECTS
PHYS58Z.01,SP.TP.PARTICE DETECTORS&READOUT ELECTRONICS,KIVANÇ NURDAN,📅 ThThTh,⏱️ 678,4 Cr 10 ECTS
PHYS681.01,DIRECTED STUDIES I,ERHAN GÜLMEZ,,,4 Cr 10 ECTS
PHYS681.02,DIRECTED STUDIES I,MEHMET BURÇİN ÜNLÜ,,,4 Cr 10 ECTS
PHYS687.01,SP.TOP.IN PHYS.CATACLYSMIC VARIABLES,ENİSE NİHAL ERCAN,,,4 Cr 10 ECTS
PHYS68L.01,SP.TOP.IN PHYS:ATMOSPHERIC&OCEANIC FLUID,MURAT TÜRKEŞ,,,4 Cr 10 ECTS
PHYS690.01,M.S. THESIS,ERHAN GÜLMEZ,,,0 Cr 60 ECTS
PHYS690.02,M.S. THESIS,ENİSE NİHAL ERCAN,,,0 Cr 60 ECTS
PHYS690.03,M.S. THESIS,ÖZHAN ÖZATAY,,,0 Cr 60 ECTS
PHYS690.04,M.S. THESIS,VEYSİ ERKCAN ÖZCAN,,,0 Cr 60 ECTS
PHYS690.05,M.S. THESIS,CAN KOZÇAZ,,,0 Cr 60 ECTS
PHYS690.06,M.S. THESIS,DIETER VAN DEN BLEEKEN,,,0 Cr 60 ECTS
PHYS690.07,M.S. THESIS,ÖZGÜR BURAK ASLAN,,,0 Cr 60 ECTS
PHYS690.08,M.S. THESIS,MEHMET BURÇİN ÜNLÜ,,,0 Cr 60 ECTS
PHYS690.09,M.S. THESIS,LEVENT AKANT,,,0 Cr 60 ECTS
PHYS690.10,M.S. THESIS,ILMAR GAHRAMANOV,,,0 Cr 60 ECTS
PHYS690.11,M.S. THESIS,BORA AKGÜN,,,0 Cr 60 ECTS
PHYS690.12,M.S. THESIS,ARKADAŞ İNAN ÖZAKIN,,,0 Cr 60 ECTS
PHYS690.13,M.S. THESIS,PARVİZ ELAHİ,,,0 Cr 60 ECTS
PHYS690.14,M.S. THESIS,GİZEM ŞENGÖR ERÖNCEL,,,0 Cr 60 ECTS
PHYS690.15,M.S. THESIS,İBRAHİM SEMİZ,,,0 Cr 60 ECTS
PHYS700.01,GRADUATE SEMINAR,MEHMET BURÇİN ÜNLÜ,,,0 Cr 6 ECTS
PHYS790.01,Ph.D.THESIS,NACİ İNCİ,,,0 Cr 120 ECTS
PHYS790.02,Ph.D.THESIS,VEYSİ ERKCAN ÖZCAN,,,0 Cr 120 ECTS
PHYS790.03,Ph.D.THESIS,LEVENT AKANT,,,0 Cr 120 ECTS
PHYS790.04,Ph.D.THESIS,CAN KOZÇAZ,,,0 Cr 120 ECTS
PHYS790.05,Ph.D.THESIS,DIETER VAN DEN BLEEKEN,,,0 Cr 120 ECTS
PHYS790.06,Ph.D.THESIS,ENİSE NİHAL ERCAN,,,0 Cr 120 ECTS
PHYS790.07,Ph.D.THESIS,ERHAN GÜLMEZ,,,0 Cr 120 ECTS
PHYS790.08,Ph.D.THESIS,İBRAHİM SEMİZ,,,0 Cr 120 ECTS
PHYS790.09,Ph.D.THESIS,ÖZHAN ÖZATAY,,,0 Cr 120 ECTS
PHYS790.10,Ph.D.THESIS,OSMAN TEOMAN TURGUT,,,0 Cr 120 ECTS
PHYS790.11,Ph.D.THESIS,MEHMET BURÇİN ÜNLÜ,,,0 Cr 120 ECTS
POLS101.01,INTRODUCTION TO POLITICAL SCIENCE,HAKAN YILMAZ,📅 MMT,⏱️ 788,3 Cr 6 ECTS
POLS101.02,INTRODUCTION TO POLITICAL SCIENCE,ZEYNEP KADİRBEYOĞLU,📅 MMW,⏱️ 785,3 Cr 6 ECTS
POLS101.03,INTRODUCTION TO POLITICAL SCIENCE,YEON KYUNG GRACE PARK,📅 MTT,⏱️ 378,3 Cr 6 ECTS
POLS201.01,HISTORY OF POLITICAL THOUGHT I,VOLKAN ÇIDAM,📅 MWW,⏱️ 867,3 Cr 5 ECTS
POLS203.01,SOCIAL STATISTICS,BAŞAK TARAKTAŞ,📅 MMTT,⏱️ 6767,4 Cr 6 ECTS
POLS215.01,COMPARATIVE POLITICS,MURAT AKAN,📅 MMT,⏱️ 342,3 Cr 6 ECTS
POLS217.01,DIPLOMATIC HISTORY,ALPER YAĞCI,📅 TTW,⏱️ 344,3 Cr 6 ECTS
POLS303.01,FUNDAMENTALS OF POLITICAL ECONOMY,MİNE EDER,📅 TWW,⏱️ 567,3 Cr 7 ECTS
POLS311.01,POLITICS OF LATIN AMERICA,MERT ARSLANALP,📅 MMTh,⏱️ 783,3 Cr 6 ECTS
POLS314.01,POLITICS & CINEMA,VOLKAN ÇIDAM,📅 ThThTh,⏱️ 567,3 Cr 5 ECTS
POLS321.01,THEORIES OF INTERNATIONAL RELATIONS,STAFF STAFF,📅 FFF,⏱️ 678,3 Cr 5 ECTS
POLS324.01,INTERNATIONAL LAW,FLEUR VAN LEEUWEN,📅 WWTh,⏱️ 232,3 Cr 5 ECTS
POLS326.01,TWENTIETH CENTURY DIPLOMATIC HISTORY,STAFF STAFF,📅 TWW,⏱️ 445,3 Cr 5 ECTS
POLS373.01,POLITICS & CULTURE,HAKAN YILMAZ,📅 MTT,⏱️ 667,3 Cr 5 ECTS
POLS403.01,POLITICAL PHILOSOPHY,GAYE İLHAN DEMİRYOL,📅 WWTh,⏱️ 788,3 Cr 6 ECTS
POLS408.01,DEMOCRATIC THEORY,GAYE İLHAN DEMİRYOL,📅 WWTh,⏱️ 343,3 Cr 6 ECTS
POLS409.01,CONTEMPORARY AMERICAN POLITICS,STAFF STAFF,📅 MWW,⏱️ 223,3 Cr 6 ECTS
POLS420.01,INTERNATIONAL POLITICAL ECONOMY,ALPER YAĞCI,📅 TWW,⏱️ 556,3 Cr 6 ECTS
POLS421.01,COMPARATIVE STATE & BUREAUCRACY,BAŞAK TARAKTAŞ,📅 MMT,⏱️ 342,3 Cr 6 ECTS
POLS456.01,TOPICS IN EUROPEAN INTEGRATION,STAFF STAFF,📅 TThTh,⏱️ 656,3 Cr 6 ECTS
POLS464.01,THE LAW OF INTERNATIONAL INSTITUTIONS,FLEUR VAN LEEUWEN,📅 MFF,⏱️ 634,3 Cr 6 ECTS
POLS482.01,SELECTED TOPICS IN COMPARATIVE POLITICS,MURAT AKAN,📅 MTT,⏱️ 534,3 Cr 5 ECTS
POLS501.01,ADVANCED RESEARCH METHODS,ZEYNEP KADİRBEYOĞLU,📅 TTT,⏱️ 567,3 Cr 8 ECTS
POLS521.01,INTERNATIONAL POLITICS,YEON KYUNG GRACE PARK,📅 WWW,⏱️ 234,3 Cr 8 ECTS
POLS529.01,INTERNATIONAL LAW&ORGANIZATIONS,FLEUR VAN LEEUWEN,📅 WWW,⏱️ 678,3 Cr 7 ECTS
POLS541.01,COMPARATIVE POLITICS,MERT ARSLANALP,📅 ThThTh,⏱️ 678,3 Cr 8 ECTS
POLS579.01,GRADUATE SEMINAR,MERT ARSLANALP,,,0 Cr 7 ECTS
POLS585.01,RESEARCH & READING IN POLITICAL THEORY I,VOLKAN ÇIDAM,,,3 Cr 6 ECTS
POLS587.01,R&R IN POLITICAL THEORY,GAYE İLHAN DEMİRYOL,,,3 Cr 6 ECTS
POLS592.01,R.&R.IN INTERNATIONAL RELATIONS II,YEON KYUNG GRACE PARK,,,3 Cr 6 ECTS
POLS594.01,R&R IN COMPARATIVE POLITICS,ZEYNEP KADİRBEYOĞLU,,,3 Cr 6 ECTS
POLS595.01,R&R IN COMPARATIVE POLITICS,MİNE EDER,,,3 Cr 6 ECTS
POLS596.01,R.&R. IN COMPARATIVE POLITICS II,ALPER YAĞCI,,,3 Cr 6 ECTS
POLS597.01,R.&R. IN QUANTITATIVE METHODS I,BAŞAK TARAKTAŞ,,,3 Cr 6 ECTS
POLS622.01,"SECULARISM, DEMOCRACY&RELIGION",MURAT AKAN,,,3 Cr 9 ECTS
POLS682.01,R&R IN TURKISH POLITICS,HAKAN YILMAZ,,,3 Cr 8 ECTS
